Type,ambient_cabinet_temp_k,processing_unit_temp_k,cooling_fan_speed_rpm,mechanical_load_nm,component_wear_min,equipment_failure,component_wear_failure,thermal_dissipation_failure,power_delivery_failure,overload_stress_failure,random_node_failure,failure_type,temp_delta_k,cabinet_temp_c,processing_temp_c,estimated_power_load,wear_load_interaction,thermal_stress_index,cooling_efficiency_index,speed_torque_ratio
L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,none,9.100000000000023,27.05000000000001,36.150000000000034,7.051706806282723,2908.7,448.6300000000011,4.416424169361706,27.707910188480525
L,300.1,309.2,1421,42.5,61,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,6.3238219895287955,2592.5,386.7499999999985,4.595730903636058,33.43529333093428
H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,none,9.100000000000023,27.05000000000001,36.150000000000034,5.613989528795812,2242.8,323.96000000000083,4.8690591501162,42.30336959821996
H,300.2,309.3,1342,48.7,68,0,0,0,0,0,0,none,9.100000000000023,27.05000000000001,36.150000000000034,6.843497382198953,3311.6000000000004,443.17000000000115,4.338829601232365,27.556467606643377
L,300.1,309.2,1427,37.6,73,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,5.61834554973822,2744.8,342.1599999999987,4.615135819485331,37.9521266502094
L,300.2,309.2,1667,29.9,75,0,0,0,0,0,0,none,9.0,27.05000000000001,36.05000000000001,5.219193717277486,2242.5,269.09999999999997,5.391332453456235,55.75250649657169
L,300.1,309.1,1400,46.7,77,0,0,0,0,0,0,none,9.0,26.950000000000045,35.950000000000045,6.84607329842932,3595.9,420.3,4.529278535977746,29.978586081828993
L,300.0,309.0,1709,32.1,79,0,0,0,0,0,0,none,9.0,26.850000000000023,35.85000000000002,5.744387434554974,2535.9,288.90000000000003,5.53074431867073,53.239873730845055
M,300.0,309.0,1368,45.8,81,0,0,0,0,0,0,none,9.0,26.850000000000023,35.85000000000002,6.560670157068063,3709.7999999999997,412.2,4.42718445169196,29.868994981026315
L,300.0,309.1,1882,23.8,84,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,4.690219895287958,1999.2,216.58000000000055,6.088644431935799,79.0756269295955
L,300.1,309.1,1353,58.7,86,0,0,0,0,0,0,none,9.0,26.950000000000045,35.950000000000045,8.316345549738221,5048.2,528.3000000000001,4.377224185127065,23.049403355206074
L,299.9,309.0,1553,40.0,88,0,0,0,0,0,0,none,9.100000000000023,26.75,35.85000000000002,6.504712041884817,3520.0,364.0000000000009,5.025889951372524,38.82499902937503
L,300.0,309.1,1431,45.4,90,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,6.802869109947644,4086.0,413.140000000001,4.629569703560111,31.519823094277026
M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0,none,9.0,26.950000000000045,35.950000000000045,5.5101989528795805,2796.7999999999997,273.59999999999997,5.600129389841056,56.940787600631985
M,300.1,309.2,1687,27.7,95,0,0,0,0,0,1,random_node_failure,9.099999999999966,26.950000000000045,36.05000000000001,4.893183246073298,2631.5,252.06999999999906,5.456015506287143,60.90252487716516
M,300.1,309.2,1457,44.3,98,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,6.758649214659686,4341.4,403.12999999999846,4.712160398731694,32.88938977676322
L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,5.939371727748691,3737.0,336.69999999999874,4.957955999489147,41.43243131263699
H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0,none,9.0,26.850000000000023,35.85000000000002,5.401005235602094,3275.4,286.2,5.249190921523654,51.00628770420479
L,300.0,309.1,1791,28.2,108,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,5.2886073298429315,3045.6,256.62000000000063,5.794241327097246,63.51063604572212
L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,4.833225130890052,3113.0,257.53000000000065,5.276609494414075,57.63250679743792
L,300.0,309.0,2174,16.9,112,0,0,0,0,0,0,none,9.0,26.850000000000023,35.85000000000002,3.8471832460732984,1892.7999999999997,152.1,7.03559868273269,128.63904564266002
L,300.1,309.0,1314,58.2,114,0,0,0,0,0,0,none,8.899999999999977,26.950000000000045,35.85000000000002,8.007832460732985,6634.8,517.9799999999987,4.252427170704119,22.57731919970242
L,300.1,309.1,1478,46.9,116,0,0,0,0,0,0,none,9.0,26.950000000000045,35.950000000000045,7.258450261780104,5440.4,422.09999999999997,4.781624054410792,31.513858603116024
L,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,5.096952879581152,3221.4,248.42999999999907,5.766494159875505,65.31135291899805
M,300.1,309.2,1385,46.1,120,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,6.685706806282722,5532.0,419.50999999999846,4.479301408540422,30.043383296238975
L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0,none,9.199999999999989,26.850000000000023,36.05000000000001,6.592502617801047,5362.8,401.1199999999995,4.670116414391603,33.1192652954297
L,300.1,309.3,1841,23.0,125,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,4.433821989528796,2875.0,211.59999999999974,5.952149996921597,80.04347478071848
M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,7.938617801047121,7137.400000000001,522.6599999999975,4.360051698900932,24.00355829175163
L,300.1,309.3,1340,56.0,130,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,7.857591623036649,7280.0,515.1999999999994,4.332363387221586,23.928571001275518
M,299.9,309.2,1539,43.2,132,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,6.961759162303665,5702.400000000001,401.7600000000005,4.977360915338419,35.62499917534724
M,300.0,309.3,1932,21.8,135,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,4.410219895287958,2943.0,202.74000000000026,6.246362734412018,88.62384914569499
M,300.0,309.3,1407,43.9,138,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,6.467780104712041,6058.2,408.2700000000005,4.548981556582666,32.05011316514549
L,300.1,309.3,1712,28.5,141,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,5.109109947643979,4018.5,262.1999999999997,5.535079193226385,60.07017333087111
H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,7.681759162303665,7893.6,513.3599999999975,4.2954104579980275,24.07608652036075
L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0,none,9.099999999999966,26.950000000000045,36.05000000000001,6.473183246073298,6349.2,390.3899999999985,4.660413956466967,33.589742806765905
L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0,none,9.199999999999989,26.850000000000023,36.05000000000001,5.411623036649215,4815.0,295.31999999999965,5.206985752888144,50.1557616773906
M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,6.9764188481675395,6870.400000000001,411.3200000000011,4.768683258593713,32.610618747552685
M,300.0,309.1,1624,30.8,155,0,0,0,0,0,0,none,9.100000000000023,26.850000000000023,35.950000000000045,5.237612565445026,4774.0,280.2800000000007,5.253963101734185,52.72727101534834
H,300.1,309.3,1520,38.2,158,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,6.080000000000001,6035.6,351.4399999999996,4.91432264819165,39.79057487459228
H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,6.9443350785340305,7465.4,421.35999999999945,4.681538943803624,31.61571983371791
L,300.0,309.3,1558,29.7,168,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,4.845298429319372,4989.599999999999,276.2100000000003,5.037180714396441,52.457910691652835
M,300.0,309.3,2293,16.3,170,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,3.9137068062827227,2771.0,151.5900000000002,7.413514363357535,140.6748379954087
L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,7.489675392670158,8857.6,476.1600000000006,4.516650486528773,27.285155717086802
L,300.0,309.3,1972,22.0,175,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,4.54282722513089,3850.0,204.60000000000025,6.375687014627588,89.63635956198365
M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,6.0158115183246075,6460.5,339.4500000000004,5.090556257792509,43.12328648977297
L,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,6.35434554973822,7002.0,361.77000000000044,5.045278120810873,40.10282673257515
M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,7.0554345549738215,9063.6,463.14000000000055,4.375808524010969,27.16867415323948
M,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,7.446785340314136,9472.0,476.1600000000006,4.492238019106605,27.12890572013856
M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,none,9.200000000000045,26.75,35.950000000000045,6.939204188481675,8234.4,402.96000000000197,4.894856017810236,34.54337820677219
L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,6.95641884816754,8041.1,391.5300000000005,5.105143949837774,37.48218438284598
H,299.8,309.0,1467,37.3,193,0,0,0,0,0,0,none,9.199999999999989,26.650000000000034,35.85000000000002,5.729748691099476,7198.9,343.15999999999957,4.747572800169667,39.329757658719636
L,299.9,309.1,1412,48.3,198,0,0,0,0,0,0,none,9.200000000000045,26.75,35.950000000000045,7.1413193717277474,9563.4,444.3600000000022,4.568100923428984,29.233953846087914
L,299.8,309.1,1668,30.3,200,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,5.292188481675393,6060.0,281.79000000000036,5.3963118557220575,55.049503133679764
M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,none,9.399999999999977,26.650000000000034,36.05000000000001,5.236062827225131,6019.6,280.1199999999993,5.426908132513234,56.3087229426603
L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,5.975371727748691,7257.0,329.22000000000037,5.215140714282948,45.53672187749374
L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,6.20434554973822,8259.3,371.07000000000045,4.804270447090681,37.2180441799989
M,299.8,309.1,1456,39.4,209,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,6.006952879581152,8234.6,366.4200000000004,4.7104496774168565,36.95431378288544
L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,none,9.399999999999977,26.650000000000034,36.05000000000001,6.094743455497382,8204.400000000001,363.7799999999991,4.864165572884329,38.863048091394106
L,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,6.916366492146597,9480.199999999999,411.99000000000046,4.822121588544238,33.65688411609743
H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,5.301570680628273,0.0,308.7600000000004,4.932082778356783,45.93373355621284
L,300.0,309.2,1759,27.9,5,0,0,0,0,0,0,none,9.199999999999989,26.850000000000023,36.05000000000001,5.138858638743455,139.5,256.67999999999967,5.688874496478414,63.04659272234435
M,299.8,309.1,1355,56.7,7,0,0,0,0,0,0,none,9.300000000000011,26.650000000000034,35.950000000000045,8.044869109947644,396.90000000000003,527.3100000000006,4.383694583035604,23.897706809564255
M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0,none,9.200000000000045,26.75,35.950000000000045,7.99958115183246,568.0,522.5600000000026,4.351342593492906,23.67957704789477
M,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,5.375026178010471,396.5,283.6500000000003,5.443078895720961,55.18032605966144
L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,none,9.300000000000011,26.75,36.05000000000001,6.04171727748691,556.8,323.6400000000004,5.362225079682325,47.64367679184838
L,300.0,309.2,1566,34.4,18,0,0,0,0,0,0,none,9.199999999999989,26.850000000000023,36.05000000000001,5.6408795811518315,619.1999999999999,316.4799999999996,5.064683036660146,45.52325449060307
M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,none,9.199999999999989,26.950000000000045,36.150000000000034,6.752785340314136,878.0,403.8799999999995,4.749434190916799,33.46241381634593
M,300.2,309.5,1458,46.9,23,0,0,0,0,0,0,none,9.300000000000011,27.05000000000001,36.35000000000002,7.160230366492146,1078.7,436.1700000000005,4.710823894310747,31.08741937979916
L,300.1,309.4,1858,23.6,26,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,4.591497382198953,613.6,219.47999999999894,6.00517127987986,78.7288102233555
H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,6.677528795811518,1142.3999999999999,379.4399999999981,5.051712976562014,38.30882259047004
L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,4.012973821989529,590.6999999999999,166.46999999999917,6.919844838655965,119.6089318654228
L,300.0,309.3,1473,46.0,35,0,0,0,0,0,0,none,9.300000000000011,26.850000000000023,36.150000000000034,7.095078534031414,1610.0,427.8000000000005,4.762366618938356,32.02173843431004
H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,none,9.399999999999977,26.850000000000023,36.25,6.0390575916230365,1424.5,361.8999999999991,4.8416289436275735,38.9090898984652
L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,6.5182827225130895,1667.4,369.2099999999982,5.06787328678774,39.49622066760149
L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,none,9.299999999999955,26.950000000000045,36.25,4.8602722513089,1205.6,254.81999999999874,5.475113104476041,61.82481526186805
L,300.0,309.4,1499,35.7,46,0,0,0,0,0,0,none,9.399999999999977,26.850000000000023,36.25,5.60359162303665,1642.2,335.5799999999992,4.844861005672718,41.988794342050575
L,300.0,309.5,1717,28.3,48,0,0,0,0,0,0,none,9.5,26.850000000000023,36.35000000000002,5.088073298429319,1358.4,268.85,5.5476574941917365,60.67137594800791
M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,none,9.399999999999977,26.950000000000045,36.35000000000002,6.552209424083769,2140.0,402.319999999999,4.72374796535138,34.15887770656828
L,300.1,309.6,1642,34.5,53,0,0,0,0,0,0,none,9.5,26.950000000000045,36.450000000000045,5.931832460732984,1828.5,327.75,5.303617553928883,47.59420151900866
L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,none,9.5,26.950000000000045,36.450000000000045,4.681047120418848,1397.0,241.29999999999998,5.684754503602214,69.29133585467181
L,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,none,9.399999999999977,26.950000000000045,36.35000000000002,5.683979057591624,1863.9,307.37999999999926,5.3634894818627155,50.764524441451854
L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,none,9.399999999999977,26.950000000000045,36.35000000000002,6.619287958115184,2395.4,381.6399999999991,5.030694652566415,38.34975275000609
H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,none,9.400000000000034,27.05000000000001,36.450000000000045,7.428942408376964,3001.2000000000003,462.4800000000017,4.657622723974087,29.308942493720682
L,300.2,309.6,1359,51.5,66,0,0,0,0,0,0,none,9.400000000000034,27.05000000000001,36.450000000000045,7.328638743455498,3399.0,484.1000000000017,4.389534869542846,26.38834900216798
L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,none,9.400000000000034,27.25,36.650000000000034,7.377486910994764,3570.0,493.5000000000018,4.331826971169054,25.561904275011347
L,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,none,9.5,27.25,36.75,8.23434554973822,3836.0,520.6,4.6305259611793295,26.186130909012213
L,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,none,9.5,27.25,36.75,5.989057591623037,2628.0,346.75,5.056469812660634,42.931505673109434
L,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,none,9.5,27.25,36.75,6.267643979057592,3219.0,413.25,4.4401419669566256,31.632183180869355
H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,none,9.5,27.25,36.75,6.131214659685864,2941.2000000000003,367.65000000000003,4.882220055236464,39.095606224919734
H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,power_delivery_failure,9.5,27.25,36.75,3.4352251308900525,1036.8,121.60000000000001,8.270409782928656,200.23435935669067
L,300.5,310.0,1521,45.1,86,0,0,0,0,0,0,none,9.5,27.350000000000023,36.85000000000002,7.182942408376964,3878.6,428.45,4.906451597075963,33.72505468458859
L,300.6,310.0,1658,34.7,88,0,0,0,0,0,0,none,9.399999999999977,27.450000000000045,36.85000000000002,6.024356020942409,3053.6000000000004,326.1799999999992,5.348387079521332,47.780978450115896
H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,none,9.399999999999977,27.450000000000045,36.85000000000002,6.300062827225131,3816.0,398.55999999999904,4.577419340072841,33.4669803427599
M,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,none,9.399999999999977,27.450000000000045,36.85000000000002,5.617947643979057,3448.4999999999995,341.2199999999992,4.767741920104059,40.716252321866335
M,300.5,310.0,1415,43.5,98,0,0,0,0,0,0,none,9.5,27.350000000000023,36.85000000000002,6.445287958115183,4263.0,413.25,4.564516114308012,32.528734884396904
M,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,none,9.399999999999977,27.350000000000023,36.75,4.939267015706807,2676.5,249.0999999999994,5.743788300278193,67.16980878604495
M,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.453612565445026,4451.2,398.0400000000005,4.649660947208069,33.64485902698928
H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,none,9.400000000000034,27.25,36.650000000000034,6.019434554973823,4247.900000000001,373.18000000000137,4.673983199890306,36.47355071855036
H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,5.528795811518325,3942.4000000000005,327.3600000000004,4.843396820008405,42.613635153021725
L,300.4,309.8,1513,32.9,117,0,0,0,0,0,0,none,9.400000000000034,27.25,36.650000000000034,5.212324607329843,3849.2999999999997,309.2600000000011,4.883795981653337,45.98784054748206
L,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,6.549361256544502,5212.2,407.3400000000005,4.609425420886296,32.60273898167263
M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,6.524387434554973,5118.299999999999,393.39000000000044,4.754680423645318,34.82269421222946
M,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,none,9.399999999999977,27.350000000000023,36.75,7.655696335078534,6113.2,463.4199999999989,4.785414634445258,30.081135292471902
L,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.826701570680628,5397.5,395.25000000000045,4.95318048126193,36.09411679778549
L,300.5,309.8,1367,54.0,129,0,0,0,0,0,0,none,9.300000000000011,27.350000000000023,36.650000000000034,7.7296335078534035,6966.0,502.2000000000006,4.412524194924067,25.314814346021958
L,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,5.668303664921465,4833.9,343.1700000000004,4.736842089968221,39.75609648357462
M,300.4,309.7,1488,42.2,133,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,6.57524607329843,5612.6,392.4600000000005,4.804649645448339,35.260662671548275
L,300.4,309.7,1679,30.1,136,0,0,0,0,0,0,none,9.300000000000011,27.25,36.55000000000001,5.291926701570681,4093.6000000000004,279.93000000000035,5.421375507196076,55.780729043829595
H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,none,9.400000000000034,27.25,36.650000000000034,7.0081151832460735,6555.0,446.5000000000016,4.548095530832487,29.66315727024932
